norm,expon,lognorm,gamma,beta,chi2,poisson,uniform,weibull_min
97.42,31.3077,37.72,34.0789,17.5308,33.5015,52,87.1208,89.6058
42.5445,46.4593,41.6567,22.3666,43.5532,20.7748,50,84.4755,55.0688
28.8157,76.6818,37.1945,73.065,76.2886,22.3047,43,70.7168,76.5751
98.8853,20.0098,40.2344,66.881,51.2814,26.5492,43,50.5124,23.6247
93.0394,44.6698,25.1705,39.2956,9.49724,32.2255,44,49.7246,21.5066
51.6994,51.4911,46.9605,22.0335,39.4217,26.4891,53,86.7689,25.5609
73.3696,34.4395,20.8479,59.8346,12.7048,24.4432,34,84.3795,21.7114
31.6353,46.5508,78.0208,43.9735,51.7806,27.4157,54,95.6318,33.327
29.7876,50.2447,47.2656,62.3095,30.6151,20.6485,53,79.5227,74.6887
66.1261,62.572,77.0115,43.4779,34.846,22.4287,56,22.2586,69.8677
44.3556,90.0722,24.9345,27.7541,39.4394,33.4665,53,27.538,33.5925
55.9663,36.2124,51.7966,30.8534,34.3559,20.2713,54,57.8135,75.542
39.0178,69.4413,38.4867,48.5452,60.5868,29.6117,48,42.8907,51.3358
62.1463,73.0638,40.3172,84.7037,73.8334,22.9919,42,81.0091,50.2724
76.7985,52.6414,71.3099,22.519,71.679,24.0757,51,73.792,78.355
77.2439,42.5054,89.7948,73.3359,4.93136,20.6883,62,43.6479,48.0477
45.946,67.4773,97.4426,28.7444,67.9094,32.6655,48,85.0531,38.7893
25.4063,82.3434,32.9287,30.1676,49.2516,29.3826,54,78.1196,88.0638
49.6481,74.9185,37.125,56.2648,28.2601,21.8636,50,23.3578,95.4968
90.0677,53.539,28.7723,43.6946,71.2777,21.133,47,52.1195,40.7301
39.0639,54.567,42.1092,35.9134,34.7355,33.1124,47,93.0455,52.8674
21.4499,28.1091,27.6876,55.397,53.1987,32.5988,47,77.1091,26.0379
25.7873,27.9279,38.9468,95.8162,30.5178,24.0872,49,77.8173,39.9124
66.3643,36.7007,58.266,25.1995,55.4428,23.0585,49,53.1776,40.9747
48.4631,51.6285,64.9756,39.0424,11.9608,33.1528,52,67.4578,67.9648
74.5781,25.4049,21.0312,44.5234,28.4888,21.8139,50,98.7772,72.946
31.7652,44.5452,97.1016,24.7552,77.6383,23.4231,57,72.36,61.5147
66.969,24.9245,91.0428,33.3445,28.3346,20.7566,59,81.6118,35.7653
58.1111,40.9561,83.7254,70.8031,13.8132,25.6621,42,43.1644,92.6205
62.5808,20.9882,55.9831,61.2863,83.1027,23.1496,53,82.6462,45.0563
44.0741,91.9625,83.5669,40.8784,21.691,25.5366,55,88.4615,59
78.9654,38.4632,94.8624,36.9957,17.904,30.0516,51,23.1025,50.5845
58.2592,75.5581,76.4921,32.4767,60.3684,20.1162,50,40.6234,40.4595
44.9886,41.9224,94.8282,33.1317,70.0855,21.2851,52,47.415,88.0363
55.6607,69.5639,61.4212,87.1407,19.7042,21.744,47,58.7881,46.354
48.5909,33.0077,46.8091,60.0471,39.246,24.5577,47,54.0549,60.0489
62.911,22.9221,29.7702,86.8691,53.8042,100,56,60.6193,72.8963
98.7397,22.434,60.046,29.136,70.6287,25.7402,57,73.9428,34.522
48.859,69.2264,97.9933,52.8178,47.9071,24.0942,44,87.5152,27.9886
78.1247,40.0482,37.1442,42.4758,88.7891,22.2949,62,22.5655,31.5146
60.9064,40.8164,20.4536,38.6944,0.89495,23.0516,41,47.9498,38.0712
37.5357,41.429,61.4989,68.4408,53.2332,51.6472,44,50.7542,63.0363
66.147,23.6588,71.4859,23.4119,40.0223,22.512,49,32.5209,62.4
39.4005,31.6152,26.0622,65.3,4.31363,21.7645,57,98.1371,93.6893
63.5511,20.4973,46.4701,21.2347,64.0768,20.7214,52,64.11,38.8176
52.2197,20.0204,35.8923,26.3564,14.8083,21.7318,44,46.5333,34.0871
31.3551,63.1484,65.089,52.8726,41.2495,30.0531,57,31.3389,54.1569
65.7548,75.9391,70.9701,36.1603,80.6257,20.2322,43,88.3742,28.0547
54.6394,37.8638,65.8216,97.7757,48.813,36.4964,42,75.2643,37.0885
72.2144,46.9824,29.5274,22.0374,69.3197,27.9132,55,70.2035,30.1937
33.7156,23.4568,37.8632,56.7404,6.58281,26.2606,43,53.286,69.2622
46.9002,42.9745,28.111,22.3707,38.3311,20.4309,50,95.4793,67.5377
21.8436,35.5484,28.0862,28.6583,93.6424,31.5274,44,78.3785,51.0492
46.256,25.4786,69.5541,72.025,51.6938,22.3691,55,83.0682,38.1344
90.7373,56.3841,89.9244,63.0224,21.4356,26.031,43,52.7587,36.6009
74.2638,68.1653,97.6636,37.9992,42.7757,23.5666,49,33.9672,47.2357
20.9646,36.1605,47.4986,80.1507,27.6482,23.5933,50,79.9192,41.4139
43.2267,23.3855,69.129,85.8989,27.6882,20.6975,56,52.9858,23.9908
23.2525,97.1139,24.0582,54.0655,68.8843,21.9065,54,79.2994,60.4153
29.701,22.7041,61.8072,40.5075,24.0905,20.8467,51,86.4338,25.0415
72.8794,47.8963,99.1993,62.0462,34.4082,20.4653,47,77.1157,46.1822
69.9538,25.6668,25.9562,73.4641,39.8598,29.1173,49,26.5344,25.1367
45.0129,39.4155,40.7417,64.6756,29.2625,36.5178,41,49.0289,80.9729
37.4954,45.8229,22.1181,43.7259,37.8669,21.1541,49,41.033,20.0844
35.8508,31.9273,34.827,81.4598,62.9422,22.1771,35,32.4986,46.3935
59.5329,26.8146,24.4007,41.6315,72.9515,27.1205,49,58.0408,41.8229
82.1398,25.1008,30.1509,86.3076,27.8305,22.8208,51,75.1097,66.6217
77.0288,28.9275,23.3315,86.9932,83.3514,31.9268,56,82.0388,82.5879
96.9451,27.2542,76.2036,61.467,50.2521,23.2692,51,75.1652,35.8949
61.3222,21.5847,69.4931,54.5876,81.274,30.8543,48,32.8221,46.1535
71.732,62.6965,25.22,31.8642,13.5553,20.2707,47,65.1342,72.7741
72.1688,36.2161,24.7064,76.847,41.1016,28.0664,57,28.4309,94.0567
32.6656,46.5456,82.1432,21.0668,25.8116,21.6748,53,21.5648,46.9295
45.2156,22.5532,44.6499,43.7599,61.1696,21.4208,47,97.9883,46.8609
31.4356,32.1333,30.5984,59.3464,86.4715,26.5362,45,59.0024,57.0615
65.9979,49.4071,54.209,38.6691,28.6863,20.444,46,54.0073,70.3909
54.4574,22.4918,23.6481,22.8264,25.1595,28.294,52,69.2947,89.2636
23.248,97.4398,28.8477,88.4149,44.0071,23.4271,44,69.8889,24.5161
46.8791,92.0133,23.1783,36.1802,15.6515,28.3711,44,78.5337,32.898
56.3108,23.511,29.7154,41.2477,28.4348,21.5444,47,79.9924,41.5383
64.7507,41.0972,41.1344,24.1524,62.7394,20.7271,56,92.0582,63.5962
29.8506,24.7729,38.4252,64.2708,61.2857,21.0684,51,50.9912,37.3236
38.0668,72.3765,86.3753,29.7112,89.0522,34.0839,56,55.2002,39.5373
94.5202,33.9848,86.7488,36.2637,56.7006,20.761,46,47.1791,43.8646
48.9311,30.9279,24.6581,39.7886,19.9687,22.4404,44,75.8435,60.4405
69.1582,97.4965,30.8366,35.7728,70.912,24.9729,34,97.8626,47.4038
48.456,46.9139,62.7871,32.976,89.776,24.8856,57,56.7154,54.2045
77.0676,69.9048,67.2997,20.6203,13.2078,26.4834,43,73.909,23.0548
29.3137,39.8888,44.0489,30.0767,32.3945,24.5061,52,39.2144,41.3616
21.646,23.1929,24.5729,53.779,6.81917,27.1752,58,78.3826,21.5037
60.8442,22.0904,43.3155,69.7135,54.4392,35.2128,55,25.3861,45.2058
68.7253,53.2981,47.4438,55.3418,72.8761,20.833,59,29.6113,36.4286
23.4999,65.7026,29.3017,38.1823,70.778,21.2938,52,39.1322,31.7835
61.394,80.4615,48.3144,32.9553,45.6843,33.6792,53,78.0628,69.6637
48.8781,32.2867,45.3269,56.529,26.732,26.656,44,26.5227,75.5304
97.3728,49.7744,47.4135,71.3931,60.7752,31.3404,52,24.3759,41.4269
32.0393,41.8095,60.714,68.2256,51.7678,26.8712,56,38.0599,63.5127
69.691,66.7016,48.1679,51.7988,29.81,33.8147,55,31.26,51.9959
51.8879,30.8479,37.1289,35.0752,69.6234,20.8801,51,93.6233,56.6904
36.0853,34.9859,31.9516,28.6847,28.6173,23.5428,48,52.3712,22.8018
52.8832,32.7652,20.6743,39.5698,91.7502,22.8593,54,45.7991,62.3489
45.4962,31.0088,45.6657,90.058,7.5624,25.206,61,67.8217,56.3307
48.5417,37.8598,36.1818,22.0451,64.7367,30.2283,43,87.1995,27.4648
79.0782,30.3822,93.1911,48.6821,75.8643,20.9077,51,90.0446,30.9978
63.9028,37.6183,98.7646,25.306,56.6694,22.9635,42,77.7134,30.6101
29.7576,82.0166,92.2678,34.1725,40.5364,33.2325,51,58.9155,30.4219
58.7678,46.9053,35.6423,57.8553,84.9357,22.6281,64,54.8794,62.2267
70.4085,37.0306,31.733,38.6861,57.9458,23.8761,55,72.6051,71.8198
89.0651,33.4926,23.8923,54.34,16.1168,37.7759,53,59.0446,71.5022
61.0077,27.0715,56.4711,32.416,51.5288,20.2873,60,82.1259,75.3161
29.8663,65.9117,58.8687,36.0159,16.6246,20.1324,49,67.8829,33.4586
26.3971,25.9787,51.891,75.9337,51.1497,21.9422,44,80.8574,59.9262
21.3283,59.786,39.6342,47.1008,61.6762,23.1514,60,52.4593,33.8879
35.9624,26.5433,76.1452,64.1234,70.3554,30.9783,38,86.7112,76.373
31.3421,82.2542,38.281,45.3003,7.84275,33.0631,47,28.6171,22.3527
27.8611,92.8892,26.0364,48.2977,33.5717,20.5987,46,64.9763,26.1579
61.5524,76.3076,22.2903,40.206,35.1459,46.4889,54,58.0771,34.9256
62.9465,47.8013,42.1667,40.7432,53.8553,24.4644,45,66.0026,89.5683
81.4177,44.9717,86.4251,31.7321,54.2672,31.9132,42,78.4382,35.989
29.1075,98.6594,57.6977,48.1193,57.2298,25.9539,56,25.5789,72.9697
34.5503,74.2035,30.3676,28.1044,25.0657,26.6705,63,79.3563,29.1968
55.8229,36.8317,59.928,26.0687,54.2183,22.4459,68,28.9543,75.3497
56.709,84.6582,64.0692,22.4721,36.0574,28.0932,47,46.7178,29.3337
32.2712,83.274,40.5501,36.6016,18.393,21.9944,56,80.4503,54.2127
34.3291,42.0086,52.8594,64.1455,29.4666,26.1948,47,27.9736,49.6359
37.4835,35.5402,86.0929,54.8884,34.8943,25.9139,43,22.0792,52.1727
54.8433,50.4927,26.5758,68.1614,51.9689,26.2376,63,84.3473,44.0101
60.5688,38.9938,27.2467,77.4942,24.5242,20.4642,55,65.6963,27.7422
31.1517,22.976,31.0309,39.3369,39.87,20.6547,42,55.718,25.3436
46.6112,39.3895,91.8858,47.3572,35.949,22.7727,55,47.7821,39.9807
61.1577,90.1441,83.7577,27.452,54.7078,20.9606,46,54.6601,33.4462
57.6547,67.4214,33.9718,41.4168,13.6403,27.337,40,84.0955,42.6075
33.9728,41.5143,22.3562,86.4263,47.619,32.6856,37,96.4528,20.5278
70.1755,32.9414,53.9942,38.0242,29.3525,29.0442,63,62.7106,40.8396
56.7826,31.1273,23.9425,33.9992,29.0327,24.3394,52,99.4919,44.7408
37.0578,33.2292,40.0392,53.6338,51.398,31.7106,51,88.3423,30.2027
42.9459,30.5646,31.5509,35.0264,42.5934,31.6513,55,57.6239,75.1484
62.2668,21.5278,37.8107,94.4098,23.1252,20.0565,31,24.3053,22.879
46.8795,44.6781,97.2879,96.1607,27.6339,33.8967,52,38.8267,24.1658
47.52,65.194,31.1718,93.2874,55.3945,26.2051,63,37.5342,38.4534
87.2109,85.5465,65.8163,31.8599,50.7114,23.4836,48,28.9883,87.6084
24.9112,99.4861,65.1954,57.9843,91.2466,32.6188,48,33.718,22.9433
42.1166,61.3056,23.4084,38.869,85.3142,20.0572,45,35.2911,42.9556
22.5633,38.3219,46.6078,84.0651,69.0449,22.306,40,31.3391,57.9798
52.8235,55.0387,23.4042,96.3689,81.8745,30.1643,41,26.6777,50.0621
60.4569,70.0404,41.6625,26.4949,68.6253,20.1519,37,99.4534,60.701
24.7038,49.4085,51.2045,47.6059,69.9998,37.2924,44,25.0769,23.3763
32.6513,70.456,29.7918,93.9372,73.422,23.2441,54,64.4433,23.8941
45.6132,49.2912,41.0967,28.1075,11.0537,31.7153,50,65.212,43.9398
75.928,31.6665,24.9437,38.7309,63.2284,20.3499,61,69.8389,44.4665
29.583,44.678,21.0711,33.2847,62.4756,20.7084,52,50.8213,50.7373
50.5221,90.3121,89.0316,45.2516,24.4032,20.8003,52,72.5692,28.8889
81.5823,51.0029,20.0797,28.5609,19.4279,21.2488,35,85.2399,75.9344
74.3117,28.7485,77.962,66.7768,37.2888,22.3421,55,82.0328,29.2337
49.4893,30.4042,20.0449,99.8463,46.4815,26.2406,46,98.6475,70.8303
45.3747,26.2879,26.3758,57.9959,92.1725,28.5455,48,85.7013,47.0145
32.9412,22.2918,85.6075,69.2952,89.7686,24.9671,53,54.6535,86.8362
29.525,46.9883,35.0606,39.6745,41.7721,20.497,49,34.1741,67.6526
53.6524,35.0854,27.8947,49.8965,30.445,20.7523,53,20.0221,65.0415
98.8934,66.9104,32.5226,45.4406,55.7943,22.7698,53,60.1973,29.5556
36.4401,21.3554,22.1434,29.4399,69.9466,27.7723,48,44.2975,56.9687
26.3892,77.486,94.3547,31.272,85.901,37.2425,43,23.5256,61.0985
28.9358,81.8209,97.5838,57.0807,44.4309,25.4685,42,22.4061,44.3038
69.8849,22.4812,52.8654,54.2277,88.2976,20.153,50,92.6958,40.7777
66.5875,25.3173,37.3705,95.7046,55.4455,24.9619,48,28.4473,45.4892
22.8844,22.2678,24.6945,81.6125,37.6234,35.8621,42,86.7536,55.0328
39.7195,23.5332,31.7275,30.0843,23.6552,24.9406,61,34.9164,34.8817
31.1706,97.8721,85.7827,90.4165,10.5678,22.495,54,37.6477,68.8605
35.5972,34.9774,93.7304,31.5569,41.4964,20.9288,40,91.719,32.1319
56.1515,73.1138,62.7932,36.1695,35.9111,25.2985,56,80.5397,27.993
27.4048,27.9066,93.9846,93.5812,20.3193,52.8025,56,67.0744,39.077
74.2734,28.441,25.1205,42.8185,84.1354,22.9749,42,73.6633,23.855
27.5837,21.6932,48.1629,20.0466,59.6676,26.9683,34,77.0465,37.6645
50.2267,59.7439,45.2689,40.8964,60.8251,26.0207,58,85.4788,69.264
72.6503,24.4767,20.0757,20.7866,67.2479,20.8015,53,41.0353,33.8447
97.0731,64.1189,52.6109,39.5471,43.6926,24.2535,55,62.6035,95.0953
48.0149,26.0073,27.05,27.6233,64.9571,24.9118,53,72.4695,46.4228
73.611,28.4439,30.6714,72.675,30.7632,34.8385,57,69.1062,31.8195
79.0764,64.7087,28.8153,23.3008,88.8202,21.1951,61,59.5882,76.4659
44.9296,97.2503,50.2854,56.9651,53.9634,23.5864,44,43.6124,35.0394
48.2873,27.7621,20.6411,25.9011,83.3347,42.8977,52,52.4286,71.4604
60.2764,24.0802,38.069,43.0922,56.6579,21.0888,50,78.3888,26.2713
81.8149,21.0181,29.3247,48.6804,42.1933,28.9096,59,85.1024,31.6964
37.0847,20.1453,27.0993,76.2657,34.1213,21.4643,49,21.2948,56.9753
43.454,71.4588,82.6901,53.5454,44.1063,22.3853,42,87.6314,39.0084
49.4543,54.1163,36.6293,47.7251,85.0961,30.3797,44,49.4044,38.528
33.3236,95.3429,48.3667,87.5804,61.2153,24.1336,52,44.1292,33.8307
76.2087,26.1528,80.3321,59.3652,35.562,23.5816,41,92.6369,85.0256
49.1282,59.2978,57.7538,24.4441,50.2659,25.2335,50,79.3979,21.548
36.5305,38.6243,64.0165,36.0599,21.178,20.6008,45,53.8348,48.9001
34.6186,23.0268,88.3322,33.9551,54.4815,29.0689,45,26.9719,54.6612
38.2666,30.5588,68.5982,23.046,46.764,36.927,33,37.3491,44.4303
43.6528,47.7351,76.5172,27.8716,73.2656,22.6217,49,82.4414,86.3372
35.7296,42.313,24.0688,75.3161,38.2714,31.4802,51,24.8488,67.5975
52.9509,24.2312,66.3634,32.8575,48.187,20.0914,44,75.8293,73.7138
40.8686,84.3426,62.9035,40.8268,82.7767,23.421,59,74.4133,45.2169
31.5899,28.9466,34.8351,71.2768,42.4298,23.3502,50,92.8423,24.359
44.9307,60.8878,29.6361,34.7121,66.8617,27.888,44,58.699,42.2133
83.4107,26.1908,63.8469,54.3391,3.40548,23.8878,42,55.9308,22.0907
50.8126,66.0763,70.171,48.1534,51.2969,22.0863,46,49.516,22.5658
44.0846,38.8501,37.5536,48.8839,5.06673,27.5977,52,53.6172,48.9317
79.8016,32.6395,34.7513,61.8458,63.2846,21.4473,46,97.1448,53.9609
63.0482,64.1504,49.2514,28.1334,53.5332,20.2063,52,82.0097,83.6811
94.6879,84.8147,87.1847,22.556,59.4597,22.5745,68,98.8362,21.8436
97.4191,88.5422,65.0543,49.1422,56.0628,25.4471,48,39.8974,60.8261
85.4438,40.7576,26.8204,46.6791,51.7787,27.6401,48,71.3659,31.2274
79.6603,52.621,82.528,46.3563,56.7966,22.5568,52,89.679,39.6432
27.7868,23.8266,20.4229,33.7537,92.2272,29.3123,64,97.8979,40.469
42.8913,29.0946,31.3657,20.9959,30.3645,28.6275,44,64.2662,55.9027
56.2158,25.3206,32.9998,86.2019,77.2403,21.4174,61,96.8441,97.4794
58.3272,47.5092,46.0352,87.8476,7.97595,20.2298,48,70.6321,27.786
63.6325,21.2119,47.1175,86.5015,51.4779,20.9438,56,34.3274,52.3941
39.1047,65.9614,35.1555,40.1371,37.8371,31.0073,36,85.3635,22.3043
75.1939,84.4591,64.3188,93.3146,84.6269,20.1235,54,52.2981,45.5495
48.9596,92.7315,57.1799,31.2229,30.7544,27.9324,62,78.4277,67.8853
23.0534,71.764,45.1483,51.6964,66.8124,25.8793,48,73.3573,51.9494
69.3138,20.7681,56.5741,59.2373,42.7865,36.7771,40,63.7783,62.3824
76.8462,34.1297,31.6325,34.4286,21.2019,20.5708,60,91.875,38.6573
20.865,27.2309,84.6017,48.2688,59.4311,22.1781,56,50.3,84.1214
95.7694,31.2249,76.4836,41.2701,80.1652,21.9923,57,36.3721,72.9885
41.2119,38.5149,77.0568,33.8881,39.7843,30.5058,51,74.1864,33.0501
73.2726,29.8585,51.3763,49.804,45.1096,20.593,38,56.5074,60.0604
32.2713,21.4105,48.6056,62.8132,34.2294,24.1659,46,24.1016,51.6831
85.7346,22.2141,30.9467,30.9008,21.389,21.5407,55,31.6046,60.3973
44.1034,39.9519,54.0444,25.9754,69.2574,34.2813,49,45.8792,38.5388
54.2053,30.7543,85.1979,79.4687,68.5746,23.547,49,46.1219,21.6994
69.7653,59.7016,40.1004,87.5437,60.4074,38.0663,45,90.4118,62.6131
61.2383,65.4484,25.3533,49.5736,85.0237,23.6519,48,32.624,41.3965
87.2493,45.5806,50.673,24.7325,64.5978,33.1331,46,98.412,23.6735
83.007,62.4359,73.2695,74.3164,38.3158,36.5256,43,54.9686,53.7631
96.0129,51.2555,66.9831,29.3273,44.7233,23.8197,54,21.6412,44.2502
22.855,37.9282,33.667,47.9321,32.7093,23.6307,63,86.2922,37.7435
76.2918,68.7882,46.9613,26.101,76.751,23.5669,56,40.8743,57.0376
26.1387,27.8247,68.8904,33.2098,59.436,32.4734,57,46.1068,23.3808
74.0968,23.117,35.3553,29.4581,98.2225,44.3309,46,78.8935,26.1361
43.1927,26.9386,95.416,48.8641,48.5156,35.2667,41,76.9934,30.7251
62.697,77.9967,24.5128,21.6972,48.5517,22.5806,44,59.5541,36.2192
54.2039,47.6059,75.1909,72.5948,72.3112,20.0809,38,64.7409,21.3581
51.2768,28.4656,79.3786,34.2425,72.7323,21.9324,50,95.1846,72.5408
57.9316,82.6104,24.8627,41.2853,27.4147,37.1818,54,90.3367,61.2688
59.1897,47.7026,32.7708,46.8072,24.4168,44.1336,56,87.299,64.0624
49.8648,37.4026,21.2411,61.3433,28.8997,21.6951,58,52.0318,44.3853
25.2971,96.7399,25.4715,33.2447,61.269,25.6869,49,89.9673,43.1468
86.085,85.0778,43.3064,58.7574,46.3331,34.2084,46,50.1431,44.0756
66.4492,39.7839,51.6816,25.7794,93.9844,28.3409,38,21.8111,27.4287
82.8917,24.9478,68.955,27.8737,51.9578,27.4075,32,51.2457,55.4283
31.3262,30.4939,44.2031,39.2247,7.22352,27.8839,55,74.0731,48.1008
40.9645,87.2126,26.4751,97.7277,37.4355,20.6135,50,92.0561,57.4773
37.9972,94.5101,39.8964,42.0103,67.4693,22.2791,43,24.3024,40.2721
58.7963,34.3798,37.3177,85.4215,27.0996,24.4055,55,73.9613,43.9964
79.5877,22.0987,68.7363,53.4656,26.9102,25.291,75,76.6858,55.0335
41.3646,74.4248,39.6981,71.9519,91.0135,20.7299,55,84.5094,60.0634
64.5684,42.9946,56.1901,36.0148,65.6229,20.2848,37,75.5628,20.9551
20.1457,45.5885,58.7114,61.5156,61.7014,39.7969,53,53.9479,43.4799
21.0979,78.3744,28.341,37.7448,67.2771,25.2847,55,97.6282,43.4596
82.7719,73.4409,39.6284,38.8114,56.3367,24.6427,54,87.1665,47.3937
90.7443,73.6282,74.7969,46.1924,20.6721,24.1259,51,49.134,37.0363
51.2716,20.1617,31.3138,93.5535,41.0845,22.7099,38,44.0102,60.6332
39.0474,27.9162,70.1443,25.118,51.6459,24.8868,48,95.4527,82.3055
58.0002,58.0456,24.0708,48.2525,39.0247,34.2199,48,66.3079,45.3184
48.122,31.3433,22.8306,35.5507,55.2014,24.7359,55,78.7895,28.7133
76.7318,57.4816,51.1039,84.7216,20.5802,20.9966,40,86.554,28.1783
46.3839,33.4498,71.1106,49.6035,50.3035,24.4541,47,64.3082,78.5629
56.2942,67.1934,26.17,45.3415,53.5629,40.4787,48,59.745,23.3883
84.0263,87.7944,51.1384,63.8691,47.8174,24.7729,48,63.49,28.9243
50.5798,47.9882,87.6143,33.6422,73.818,28.5403,49,99.645,41.6316
96.124,45.9011,49.3201,41.4435,18.536,25.7494,49,29.1062,30.0296
93.4866,24.1964,33.973,21.4942,57.0848,20.4916,56,21.5886,38.1444
66.217,30.2513,93.8289,31.3399,70.703,32.2377,43,31.0327,92.2328
43.4092,61.47,69.5685,59.2167,33.034,38.9341,66,80.8244,58.9422
99.3262,40.4827,67.5924,44.8807,63.3823,24.0748,59,98.9799,60.665
22.2939,34.8433,22.7037,25.6289,64.7341,26.4107,54,24.7766,34.3873
68.8656,59.667,58.1012,51.5882,89.7117,27.5313,47,89.9711,59.8283
90.8214,40.6826,27.0966,73.6513,45.3026,33.5534,44,27.8569,59.4799
63.1255,98.3677,25.8329,85.292,53.1318,21.8522,39,64.6513,37.8108
58.8861,37.1461,71.3161,81.6306,45.5711,38.0956,54,31.3474,58.9223
41.0136,34.2634,27.2772,42.0173,44.9345,21.8625,39,57.0743,67.1646
33.3283,55.7133,82.723,55.4063,72.0323,22.8575,52,96.3602,64.6864
89.2376,62.5929,84.2163,34.8051,23.4541,22.3192,54,70.8525,40.9668
48.613,21.6011,49.7616,39.3288,90.3902,21.1801,50,38.4445,96.9659
87.3605,35.9344,51.2025,59.8394,31.8779,27.2383,44,76.0827,70.0461
32.5983,43.2086,20.7816,73.2488,46.0025,27.0392,60,23.4507,85.2674
65.5012,73.4484,62.6479,46.8683,72.1452,27.5173,55,59.9356,34.0035
59.1503,45.7986,51.1269,24.1756,73.2488,21.108,62,28.8024,47.4522
23.5733,36.6888,38.0181,38.1428,60.7479,26.4939,59,70.4469,28.0342
42.0004,52.8936,84.4833,96.9123,46.5928,26.3285,44,31.8023,44.2111
47.011,29.4964,78.9388,38.3037,12.7952,27.7662,54,26.3234,49.8638
22.3526,38.9314,84.4302,99.906,68.3007,24.827,63,95.2365,54.1282
83.3109,42.5724,62.9136,63.6443,87.0901,22.8787,48,52.8363,41.8981
72.0595,31.338,53.2454,33.087,86.6268,23.7225,47,97.1499,65.2578
70.5264,35.26,30.3468,28.3483,88.7594,21.3482,39,97.8244,43.8733
91.2976,26.2302,38.6721,38.3525,64.0382,21.3159,43,84.1465,32.0138
50.4599,39.3414,57.3225,60.3289,93.109,20.9244,46,68.311,30.5034
20.7061,31.6122,77.4477,46.0697,43.7271,35.1781,55,96.9162,66.8232
56.3726,84.9271,32.5873,72.9365,83.1433,24.5433,47,55.0102,43.1318
50.2443,34.8205,59.8123,21.9801,42.821,20.6431,50,83.0216,30.7508
38.8034,84.3087,21.0319,23.9348,18.4284,20.2093,56,57.0651,20.97
96.2481,34.5768,23.6066,32.2877,62.0384,25.2621,53,37.5562,73.4869
96.933,26.029,43.6064,35.7245,35.2216,20.53,50,52.9253,21.4249
21.3286,94.1289,61.5117,47.8811,81.4261,23.5057,55,51.8281,41.4251
59.2644,46.6188,50.5799,71.0138,25.0986,26.442,52,61.4376,42.364
28.9482,54.4527,34.6469,84.4075,82.3517,36.425,55,88.6569,41.0215
28.8845,53.5029,50.4178,46.7002,75.2875,26.1678,49,83.0112,31.0064
77.483,93.573,78.5585,44.7136,27.4286,25.2881,56,90.5944,75.4483
82.539,31.992,23.028,22.408,69.0564,30.7353,45,94.0284,62.9674
79.9895,60.0746,80.3994,43.8184,93.3076,24.6459,55,98.751,47.6596
89.8091,33.3126,50.5746,39.4753,25.5324,24.036,54,73.9034,25.8357
32.3136,45.9367,20.0134,50.5801,75.2565,21.8505,50,80.4995,78.919
41.3279,87.0779,41.0036,40.9739,32.0978,23.1294,42,49.9312,20.2471
46.203,20.3052,56.9469,56.0669,15.4589,31.7653,51,60.4725,34.0265
60.0522,27.432,94.3775,34.5116,51.6666,23.705,52,97.0433,50.0017
22.8416,23.8348,34.6557,82.9746,73.568,28.7141,42,97.1996,46.0931
44.7917,73.3892,73.5858,29.8729,50.5607,30.0257,58,93.8434,29.0596
52.6062,25.5481,90.0507,33.3397,37.1058,22.0434,38,87.8629,60.4882
75.6407,40.7457,90.5503,34.8146,39.7665,35.5766,52,24.3299,24.5401
54.0573,77.8795,21.1618,77.3832,15.0045,25.2116,51,38.0632,35.7112
93.4277,20.8101,48.5191,71.2898,59.1631,24.4132,48,23.5183,70.3875
85.7567,50.6696,22.4375,32.5419,26.9309,24.8854,52,66.0187,36.0994
81.2294,54.8441,21.6637,60.6421,49.0955,20.2189,57,92.5322,59.8107
84.6187,26.1073,23.5889,20.9856,19.9729,28.3227,45,79.8278,32.5108
86.9186,59.4948,29.3174,39.264,25.9653,23.0182,59,48.1034,87.2512
50.0115,26.5875,92.8941,66.5443,68.0605,40.3164,43,45.1234,62.995
30.9913,81.5343,25.7353,26.0046,60.0281,31.7574,53,54.8444,77.5222
85.2824,91.8208,46.9132,30.8517,48.0455,20.7292,53,50.5575,22.2755
24.9744,43.2859,49.5534,49.4898,43.1621,21.4137,43,74.1224,71.8559
28.4993,57.6087,35.8151,47.4488,49.89,21.2565,43,74.9982,44.0692
52.9464,23.54,26.2141,87.8535,20.3421,22.3608,43,77.5754,23.1347
74.6527,55.713,31.2335,25.5773,31.0035,21.1235,46,73.3287,42.4397
83.349,53.2863,26.3135,21.5892,28.9498,32.6766,54,51.7992,70.0887
54.8883,30.8532,28.2965,35.1759,48.9719,24.5505,58,27.3341,43.9494
42.9424,21.4733,20.8918,27.1217,72.8631,30.5439,45,76.809,46.4534
75.7809,28.1577,61.8561,36.9864,19.218,22.9445,55,47.1188,59.1565
91.5409,29.0666,65.2299,48.8258,27.7431,28.3743,42,86.0938,64.8871
42.2494,36.8903,25.1611,71.5177,55.1708,22.6673,48,93.2982,30.2061
33.261,59.0108,24.2277,30.4912,55.8189,23.0719,49,80.3747,34.2573
53.8844,91.6464,43.4517,40.2849,60.582,22.0897,49,54.4724,69.5293
42.404,24.2404,20.2809,54.3176,73.7136,20.365,47,20.1668,31.0974
72.4965,36.4004,36.6033,25.4976,55.2605,22.0773,45,85.0392,36.1124
